semantics 1
# The behaviour fingerprint. See docs/SEMANTICS-VERSION.md §5.
# scenario/pos kind command | verdict | T[trades] E[events] | state last mark bid ask counters | digest

== fifo (fifo, stp=CANCEL_NEWEST, maxOrders=100000, shard=0)
capped-decrement-shard3/0124 SUBMIT      u0 B L 102x2 GTC+priv    | PARTIALLY_FILLED             | T[844424930131989:100x1 b844424930132052 s844424930132049 m844424930132049 t844424930132052 B seq21] E[ACCEPTED#844424930132052/PARTIALLY_FILLED/1 TRADE#844424930132052/100x1] | OPEN last=100 mark=0 bid=102:1 ask=104:1 n=4 oid=84 tid=21 eid=139 | d9a580b45e5d7b1b
capped-decrement-shard3/0125 SUBMIT      u3 S L 102x9 IOC+CANCEL_BOTH | CANCELLED                    | T[844424930131990:102x1 b844424930132052 s844424930132053 m844424930132052 t844424930132053 S seq22] E[ACCEPTED#844424930132053/CANCELLED/1 TRADE#844424930132053/102x1 CANCELED#844424930132053/CANCELLED/1] | OPEN last=102 mark=0 bid=99:13 ask=104:1 n=3 oid=85 tid=22 eid=142 | 92e6e5e0e23e8968
capped-decrement-shard3/0126 CANCEL      u0 <-124                 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=102 mark=0 bid=99:13 ask=104:1 n=3 oid=85 tid=22 eid=142 | 92e6e5e0e23e8968
capped-decrement-shard3/0127 SUBMIT      u1 B L 104x1 GTC+ALLOW   | FILLED                       | T[844424930131991:104x1 b844424930132054 s844424930132035 m844424930132035 t844424930132054 B seq23] E[ACCEPTED#844424930132054/FILLED/1 TRADE#844424930132054/104x1] | OPEN last=104 mark=0 bid=99:13 ask=- n=2 oid=86 tid=23 eid=144 | dba9229f02034f20
capped-decrement-shard3/0128 SUBMIT      u2 B L 99x3 GTC          | NEW                          | T[] E[ACCEPTED#844424930132055/NEW/0] | OPEN last=104 mark=0 bid=99:16 ask=- n=3 oid=87 tid=23 eid=145 | 0fbd3a8797812761
capped-decrement-shard3/0129 SUBMIT      u2 B L 100x9 GTC+ALLOW   | NEW                          | T[] E[ACCEPTED#844424930132056/NEW/0] | OPEN last=104 mark=0 bid=100:9 ask=- n=4 oid=88 tid=23 eid=146 | c058d46ad1395fdb
capped-decrement-shard3/0130 SUBMIT      u1 S L 98x7 GTC          | FILLED                       | T[844424930131992:100x7 b844424930132056 s844424930132057 m844424930132056 t844424930132057 S seq24] E[ACCEPTED#844424930132057/FILLED/7 TRADE#844424930132057/100x7] | OPEN last=100 mark=0 bid=100:2 ask=- n=4 oid=89 tid=24 eid=148 | e47c490cccf237e0
capped-decrement-shard3/0131 REDUCE      u2 <-129 to 8            | REDUCED                      | T[] E[REPLACED#844424930132056/PARTIALLY_FILLED/7] | OPEN last=100 mark=0 bid=100:1 ask=- n=4 oid=89 tid=24 eid=149 | 620eaac7d492874f
capped-decrement-shard3/0132 CANCEL      u2 <-128                 | CANCELLED                    | T[] E[CANCELED#844424930132055/CANCELLED/0] | OPEN last=100 mark=0 bid=100:1 ask=- n=3 oid=89 tid=24 eid=150 | fb443a4667926380
capped-decrement-shard3/0133 SUBMIT      u1 S L 98x3 GTC+ALLOW+g2 | FILLED                       | T[844424930131993:100x1 b844424930132056 s844424930132058 m844424930132056 t844424930132058 S seq25 844424930131994:99x2 b844424930132045 s844424930132058 m844424930132045 t844424930132058 S seq26] E[ACCEPTED#844424930132058/FILLED/3 TRADE#844424930132058/100x1 TRADE#844424930132058/99x2] | OPEN last=99 mark=0 bid=99:11 ask=- n=2 oid=90 tid=26 eid=153 | 768cc044a2a732f4
capped-decrement-shard3/0134 CANCEL      u0 <-120                 | CANCELLED                    | T[] E[CANCELED#844424930132048/CANCELLED/0] | OPEN last=99 mark=0 bid=99:2 ask=- n=1 oid=90 tid=26 eid=154 | f19b48d9c472a685
capped-decrement-shard3/0135 SUBMIT      u2 B L 104x5 GTC+ALLOW+g2 | NEW                          | T[] E[ACCEPTED#844424930132059/NEW/0] | OPEN last=99 mark=0 bid=104:5 ask=- n=2 oid=91 tid=26 eid=155 | dfc3543dddc58bd4
capped-decrement-shard3/0136 REDUCE      u0 <-123 to 2            | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=99 mark=0 bid=104:5 ask=- n=2 oid=91 tid=26 eid=155 | dfc3543dddc58bd4
capped-decrement-shard3/0137 SUBMIT      u0 B L 99x8 GTC          | NEW                          | T[] E[ACCEPTED#844424930132060/NEW/0] | OPEN last=99 mark=0 bid=104:5 ask=- n=3 oid=92 tid=26 eid=156 | 5592219b2cc723ae
capped-decrement-shard3/0138 SUBMIT      u3 B L 100x4 GTC         | NEW                          | T[] E[ACCEPTED#844424930132061/NEW/0] | OPEN last=99 mark=0 bid=104:5 ask=- n=4 oid=93 tid=26 eid=157 | 1ed487f743d5f6d1
capped-decrement-shard3/0139 SUBMIT      u1 S L 98x1 GTC+g1       | FILLED                       | T[844424930131995:104x1 b844424930132059 s844424930132062 m844424930132059 t844424930132062 S seq27] E[ACCEPTED#844424930132062/FILLED/1 TRADE#844424930132062/104x1] | OPEN last=104 mark=0 bid=104:4 ask=- n=4 oid=94 tid=27 eid=159 | b24a75eaf461487c
capped-decrement-shard3/0140 HALT                                 | OK                           | T[] E[HALTED#0] | HALTED last=104 mark=0 bid=104:4 ask=- n=4 oid=94 tid=27 eid=160 | 985571f7457374de
capped-decrement-shard3/0141 SUBMIT      u0 B M 100x1 FOK         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#844424930132063/TRADING_HALTED/REJECTED/0] | HALTED last=104 mark=0 bid=104:4 ask=- n=4 oid=95 tid=27 eid=161 | 3df79b1a3e999145
capped-decrement-shard3/0142 CANCEL_ONLY                          | OK                           | T[] E[CANCEL_ONLY#0] | CANCEL_ONLY last=104 mark=0 bid=104:4 ask=- n=4 oid=95 tid=27 eid=162 | 4ff6abb507be7e2e
capped-decrement-shard3/0143 SUBMIT      u1 B L 101x5 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132064/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=104:4 ask=- n=4 oid=96 tid=27 eid=163 | 5c37101b86e28d4b
capped-decrement-shard3/0144 SUBMIT      u0 S L 104x5 IOC+CANCEL_NEWEST+g1 | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132065/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=104:4 ask=- n=4 oid=97 tid=27 eid=164 | 1a20c5ec0294965a
capped-decrement-shard3/0145 CANCEL_ALL  u2                       | CANCELLED n=1                | T[] E[CANCELED#844424930132059/CANCELLED/1] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=97 tid=27 eid=165 | 3199bb6a751a56a3
capped-decrement-shard3/0146 SUBMIT      u0 S L 99x9 GTC+g1       | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132066/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=98 tid=27 eid=166 | eef14cbd2d45e5ae
capped-decrement-shard3/0147 REDUCE      u2 <-135 to 1            | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=98 tid=27 eid=166 | eef14cbd2d45e5ae
capped-decrement-shard3/0148 SUBMIT      u3 S L 101x4 FOK+g1      | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132067/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=99 tid=27 eid=167 | c6ea00180b15342c
capped-decrement-shard3/0149 SUBMIT      u2 S L 98x3 IOC+ALLOW    | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132068/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=100 tid=27 eid=168 | 9a99a3c33a555203
capped-decrement-shard3/0150 SUBMIT      u1 B L 102x9 GTC+PO      | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132069/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=101 tid=27 eid=169 | 8f87f994a9c6a9c5
capped-decrement-shard3/0151 SUBMIT      u1 B L 102x4 GTC+DECREMENT | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132070/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=102 tid=27 eid=170 | 0354cb229a26938f
capped-decrement-shard3/0152 SUBMIT      u0 S L 104x5 GTC+CANCEL_BOTH | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132071/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=103 tid=27 eid=171 | b947c6bae9105b09
capped-decrement-shard3/0153 REPLACE     u0 S L 98x8 GTC <-140    | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=103 tid=27 eid=171 | b947c6bae9105b09
capped-decrement-shard3/0154 SUBMIT      u3 S L 100x9 GTC+ALLOW+g2 | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132072/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=104 tid=27 eid=172 | 6eb8284b1cfada7e
capped-decrement-shard3/0155 SUBMIT      u1 B L 101x7 IOC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132073/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=105 tid=27 eid=173 | ba730b70286f94ab
capped-decrement-shard3/0156 SUBMIT      u3 S L 102x9 IOC+PO      | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132074/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=106 tid=27 eid=174 | 4d7308593f7829d0
capped-decrement-shard3/0157 SUBMIT      u3 B L 99x4 IOC+DECREMENT | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132075/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=107 tid=27 eid=175 | 440ccf6a5d069bcf
capped-decrement-shard3/0158 REPLACE     u2 B L 99x4 GTC <-135    | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=107 tid=27 eid=175 | 440ccf6a5d069bcf
capped-decrement-shard3/0159 REDUCE      u1 <-140 to 8            | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=107 tid=27 eid=175 | 440ccf6a5d069bcf
capped-decrement-shard3/0160 SUBMIT      u1 B L 104x6 IOC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132076/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=108 tid=27 eid=176 | 3bf92f9a1524635c
capped-decrement-shard3/0161 SUBMIT      u3 S M 101x7 GTC+CANCEL_BOTH | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132077/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=109 tid=27 eid=177 | 75c3d47da008250b
capped-decrement-shard3/0162 SUBMIT      u1 S L 99x3 FOK          | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132078/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=110 tid=27 eid=178 | cfef03a2d435508e
capped-decrement-shard3/0163 SUBMIT      u1 S L 99x6 GTC+g2       | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132079/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=111 tid=27 eid=179 | 0967f8ff13db5316
capped-decrement-shard3/0164 REDUCE      u1 <-159 to 7            | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=111 tid=27 eid=179 | 0967f8ff13db5316
capped-decrement-shard3/0165 REPLACE     u3 S M 101x2 FOK+CANCEL_NEWEST <-145 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=111 tid=27 eid=179 | 0967f8ff13db5316
capped-decrement-shard3/0166 SUBMIT      u3 B L 100x5 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132080/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=112 tid=27 eid=180 | 5e2f964cd8c1d48e
capped-decrement-shard3/0167 REPLACE     u1 S L 102x6 FOK <-155   | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=112 tid=27 eid=180 | 5e2f964cd8c1d48e
capped-decrement-shard3/0168 SUBMIT      u2 S L 101x5 FOK         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132081/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=113 tid=27 eid=181 | 4f90b53ad149d78f
capped-decrement-shard3/0169 SUBMIT      u0 B L 100x6 GTC+ALLOW   | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132082/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=114 tid=27 eid=182 | 82973c12b590d83d
capped-decrement-shard3/0170 CANCEL      u3 <-148                 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=114 tid=27 eid=182 | 82973c12b590d83d
capped-decrement-shard3/0171 SUBMIT      u0 B M 99x7 IOC+DECREMENT | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132083/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=115 tid=27 eid=183 | a7b4a6431c7efd73
capped-decrement-shard3/0172 SUBMIT      u1 B L 103x5 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132084/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=116 tid=27 eid=184 | 5abf8f8797e2386b
capped-decrement-shard3/0173 SUBMIT      u1 S L 98x6 FOK+g1       | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132085/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=117 tid=27 eid=185 | 71eb4baa0cf57937
capped-decrement-shard3/0174 SUBMIT      u1 B L 101x5 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132086/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=3 oid=118 tid=27 eid=186 | 7749a756f38c4779
capped-decrement-shard3/0175 CANCEL_ALL  u0                       | CANCELLED n=1                | T[] E[CANCELED#844424930132060/CANCELLED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=118 tid=27 eid=187 | 619a3ce9867c00a4
capped-decrement-shard3/0176 SUBMIT      u1 S L 98x5 GTC+CANCEL_BOTH | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132087/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=119 tid=27 eid=188 | 0360a20134134a98
capped-decrement-shard3/0177 SUBMIT      u0 B L 104x6 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132088/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=120 tid=27 eid=189 | 3c669f587ba47fce
capped-decrement-shard3/0178 SUBMIT      u1 S L 100x4 GTC+ALLOW+g2 | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132089/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=121 tid=27 eid=190 | 00fdbb3452d3c967
capped-decrement-shard3/0179 CANCEL      u0 <-134                 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=121 tid=27 eid=190 | 00fdbb3452d3c967
capped-decrement-shard3/0180 SUBMIT      u0 S L 104x4 GTC+g1      | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132090/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=122 tid=27 eid=191 | 7e9e7eebea6148c4
capped-decrement-shard3/0181 REDUCE      u2 <-173 to 4            | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=122 tid=27 eid=191 | 7e9e7eebea6148c4
capped-decrement-shard3/0182 CANCEL      u2 <-168                 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=122 tid=27 eid=191 | 7e9e7eebea6148c4
capped-decrement-shard3/0183 SUBMIT      u1 B L 104x5 IOC+CANCEL_BOTH | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132091/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=123 tid=27 eid=192 | d2156affdd20a504
capped-decrement-shard3/0184 CANCEL      u0 <-164                 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=123 tid=27 eid=192 | d2156affdd20a504
capped-decrement-shard3/0185 REDUCE      u0 <-180 to 1            | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=123 tid=27 eid=192 | d2156affdd20a504
capped-decrement-shard3/0186 SUBMIT      u3 B M 100x4 IOC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132092/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=124 tid=27 eid=193 | d2dfb283fb0043b1
capped-decrement-shard3/0187 SUBMIT      u1 B L 104x5 GTC+g1      | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132093/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=125 tid=27 eid=194 | 765bd10132bde608
capped-decrement-shard3/0188 SUBMIT      u0 S L 100x1 GTC+DECREMENT | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132094/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=126 tid=27 eid=195 | 0bbf44aa225a50ce
capped-decrement-shard3/0189 SUBMIT      u0 B L 99x6 IOC+CANCEL_OLDEST+g2 | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132095/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=127 tid=27 eid=196 | b325b7877eb754e4
capped-decrement-shard3/0190 CANCEL      u2 <-187                 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=127 tid=27 eid=196 | b325b7877eb754e4
capped-decrement-shard3/0191 SUBMIT      u3 B L 98x4 FOK          | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132096/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=128 tid=27 eid=197 | 1ee194b8789e9b96
capped-decrement-shard3/0192 SUBMIT      u1 S L 99x5 IOC          | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132097/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=129 tid=27 eid=198 | 629f07213d93bfcd
capped-decrement-shard3/0193 SUBMIT      u2 B M 99x5 FOK+ALLOW+g2 | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132098/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=130 tid=27 eid=199 | 8055352b87db0128
capped-decrement-shard3/0194 CANCEL      u0 <-180                 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=130 tid=27 eid=199 | 8055352b87db0128
capped-decrement-shard3/0195 CANCEL      u3 <-194                 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=130 tid=27 eid=199 | 8055352b87db0128
capped-decrement-shard3/0196 REPLACE     u2 S M 98x3 GTC <-179    | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=130 tid=27 eid=199 | 8055352b87db0128
capped-decrement-shard3/0197 REDUCE      u0 <-126 to 3            | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=130 tid=27 eid=199 | 8055352b87db0128
capped-decrement-shard3/0198 SUBMIT      u1 B M 100x8 FOK         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132099/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=131 tid=27 eid=200 | 520c3595bf9e5a68
capped-decrement-shard3/0199 SUBMIT      u1 B L 104x8 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132100/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=- n=2 oid=132 tid=27 eid=201 | e3e8d9899d464bd5
capped-decrement-shard3/0200 RESUME                               | OK                           | T[] E[RESUMED#0] | OPEN last=104 mark=0 bid=100:4 ask=- n=2 oid=132 tid=27 eid=202 | 197f90e2512ff861
capped-decrement-shard3/0201 SUBMIT      u0 S L 101x1 GTC+CANCEL_BOTH+g2 | NEW                          | T[] E[ACCEPTED#844424930132101/NEW/0] | OPEN last=104 mark=0 bid=100:4 ask=101:1 n=3 oid=133 tid=27 eid=203 | 77b4c6c61dd65a3e
capped-decrement-shard3/0202 CANCEL_ONLY                          | OK                           | T[] E[CANCEL_ONLY#0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=101:1 n=3 oid=133 tid=27 eid=204 | 605bb3b4f67b972b
capped-decrement-shard3/0203 CANCEL      u0 <-180                 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=101:1 n=3 oid=133 tid=27 eid=204 | 605bb3b4f67b972b
capped-decrement-shard3/0204 CANCEL_ALL  u2                       | CANCELLED n=0                | T[] E[] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=101:1 n=3 oid=133 tid=27 eid=204 | 605bb3b4f67b972b
capped-decrement-shard3/0205 SUBMIT      u2 S L 103x1 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132102/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=100:4 ask=101:1 n=3 oid=134 tid=27 eid=205 | fd26ce0d72923aad
capped-decrement-shard3/0206 CANCEL_ALL  u3                       | CANCELLED n=2                | T[] E[CANCELED#844424930132061/CANCELLED/0 CANCELED#844424930132045/CANCELLED/6] | CANCEL_ONLY last=104 mark=0 bid=- ask=101:1 n=1 oid=134 tid=27 eid=207 | 1d2fd2128c17477a
capped-decrement-shard3/0207 SUBMIT      u1 S L 103x6 GTC+g2      | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132103/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=- ask=101:1 n=1 oid=135 tid=27 eid=208 | 8d5b603186f33163
capped-decrement-shard3/0208 CANCEL      u1 <-203                 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=104 mark=0 bid=- ask=101:1 n=1 oid=135 tid=27 eid=208 | 8d5b603186f33163
capped-decrement-shard3/0209 CANCEL      u3 <-186                 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | CANCEL_ONLY last=104 mark=0 bid=- ask=101:1 n=1 oid=135 tid=27 eid=208 | 8d5b603186f33163
capped-decrement-shard3/0210 SUBMIT      u3 B L 98x9 IOC          | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132104/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=- ask=101:1 n=1 oid=136 tid=27 eid=209 | 3463a14a877dec00
capped-decrement-shard3/0211 SUBMIT      u3 B L 101x8 IOC+g1      | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132105/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=- ask=101:1 n=1 oid=137 tid=27 eid=210 | 494bd2dd395a6314
capped-decrement-shard3/0212 SUBMIT      u2 S L 100x6 GTC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132106/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=- ask=101:1 n=1 oid=138 tid=27 eid=211 | 890ecc205c82b9f7
capped-decrement-shard3/0213 SUBMIT      u0 S L 102x9 IOC         | REJECTED:NEW_ORDERS_HALTED   | T[] E[REJECTED#844424930132107/NEW_ORDERS_HALTED/REJECTED/0] | CANCEL_ONLY last=104 mark=0 bid=- ask=101:1 n=1 oid=139 tid=27 eid=212 | 6a9e5b94bb0da4a1
